Αναγνωριστικό,eidos,etos,tm_code,tm_per,eidos_from_excel,tma_code,tma_per,ps_ex,ps_dm,ps_km,teacher,
2302,ΠΡΟ,2017,51,ΚΟΙΝΩΝΙΚΗΣ ΠΟΛΙΤΙΚΗΣ,ΠΡΟ,510071,ΕΙΣΑΓΩΓΗ ΣΤΗΝ ΚΟΙΝΩΝΙΚΗ ΠΟΛΙΤΙΚΗ,1,3,ΥΠ,ΔΗΜΟΥΛΑΣ ΚΩΝΣΤΑΝΤΙΝΟΣ,
2303,ΠΡΟ,2017,51,ΚΟΙΝΩΝΙΚΗΣ ΠΟΛΙΤΙΚΗΣ,ΠΡΟ,510072,Η ΟΡΓΑΝΩΣΗ ΤΗΣ ΕΥΡΩΠΑΙΚΗΣ ΕΝΩΣΗΣ,5,3,ΕΕ,ΠΑΣΣΑΣ ΑΝΑΡΓΥΡΟΣ,
2304,ΠΡΟ,2017,51,ΚΟΙΝΩΝΙΚΗΣ ΠΟΛΙΤΙΚΗΣ,ΠΡΟ,510075,ΚΟΙΝΩΝΙΚΕΣ ΔΙΑΣΤΑΣΕΙΣ ΤΗΣ ΕΚΠΑΙΔΕΥΤΙΚΗΣ ΠΟΛΙΤΙΚΗΣ,6,3,ΕΕ,ΠΡΟΚΟΥ ΕΛΕΝΗ,
2305,ΠΡΟ,2017,51,ΚΟΙΝΩΝΙΚΗΣ ΠΟΛΙΤΙΚΗΣ,ΠΡΟ,510077,ΖΗΤΗΜΑΤΑ ΥΓΕΙΟΝΟΜΙΚΗΣ ΠΟΛΙΤΙΚΗΣ ΣΤΗ ΝΕΟΤΕΡΗ ΕΛΛΑΔΑ,5,3,ΕΕ,ΚΟΡΑΣΙΔΟΥ ΜΑΡΙΑ,
2306,ΠΡΟ,2017,51,ΚΟΙΝΩΝΙΚΗΣ ΠΟΛΙΤΙΚΗΣ,ΠΡΟ,510089,ΚΛΑΣΙΚΕΣ ΚΟΙΝΩΝΙΚΕΣ ΘΕΩΡΙΕΣ,3,3,ΥΠ,ΛΕΛΕΔΑΚΗΣ ΚΑΝΑΚΗΣ,
2307,ΠΡΟ,2017,51,ΚΟΙΝΩΝΙΚΗΣ ΠΟΛΙΤΙΚΗΣ,ΠΡΟ,510095,ΣΥΝΔΙΚΑΤΑ ΚΑΙ ΣΥΛΛΟΓΙΚΕΣ ΕΡΓΑΣΙΑΚΕΣ ΣΧΕΣΕΙΣ ΣΤΗΝ ΕΛΛΑΔΑ,5,3,ΕΕ,ΚΟΥΖΗΣ ΙΩΑΝΝΗΣ,
2308,ΠΡΟ,2017,51,ΚΟΙΝΩΝΙΚΗΣ ΠΟΛΙΤΙΚΗΣ,ΠΡΟ,510096,ΣΥΓΧΡΟΝΕΣ ΤΑΣΕΙΣ ΣΤΟΝ ΤΟΜΕΑ ΤΩΝ ΕΡΓΑΣΙΑΚΩΝ ΣΧΕΣΕΩΝ,8,3,ΕΕ,ΚΟΥΖΗΣ ΙΩΑΝΝΗΣ,
2309,ΠΡΟ,2017,51,ΚΟΙΝΩΝΙΚΗΣ ΠΟΛΙΤΙΚΗΣ,ΠΡΟ,510097,ΘΕΣΜΟΙ ΕΡΓΑΤΙΚΗΣ ΣΥΜΜΕΤΟΧΗΣ ΚΑΙ ΚΟΙΝΩΝΙΚΟΣ ΔΙΑΛΟΓΟΣ,7,3,ΕΕ,ΚΟΥΖΗΣ ΙΩΑΝΝΗΣ,
2310,ΠΡΟ,2017,51,ΚΟΙΝΩΝΙΚΗΣ ΠΟΛΙΤΙΚΗΣ,ΠΡΟ,510099,ΚΟΙΝΩΝΙΚΗ ΕΝΤΑΞΗ ΚΑΙ ΚΟΙΝΩΝΙΚΟΣ ΑΠΟΚΛΕΙΣΜΟΣ,3,3,ΥΠ,ΠΑΠΑΔΟΠΟΥΛΟΥ ΔΕΣΠΟΙΝΑ,
2311,ΠΡΟ,2017,51,ΚΟΙΝΩΝΙΚΗΣ ΠΟΛΙΤΙΚΗΣ,ΠΡΟ,510112,ΚΟΙΝΩΝΙΟΛΟΓΙΑ ΤΗΣ ΚΟΙΝΩΝΙΚΗΣ ΜΕΤΑΒΟΛΗΣ,1,3,ΥΠ,ΠΑΠΑΔΟΠΟΥΛΟΥ ΔΕΣΠΟΙΝΑ,
2312,ΠΡΟ,2017,51,ΚΟΙΝΩΝΙΚΗΣ ΠΟΛΙΤΙΚΗΣ,ΠΡΟ,510116,ΕΙΣΑΓΩΓΗ ΣΤΗΝ ΚΟΙΝΩΝΙΚΗ ΚΑΙ ΟΙΚΟΝΟΜΙΚΗ ΓΕΩΓΡΑΦΙΑ,3,3,ΥΠ,ΑΝΘΟΠΟΥΛΟΥ ΘΕΟΔΟΣΙΑ,
2313,ΠΡΟ,2017,51,ΚΟΙΝΩΝΙΚΗΣ ΠΟΛΙΤΙΚΗΣ,ΠΡΟ,510117,ΕΙΣΑΓΩΓΗ ΣΤΙΣ ΠΟΙΟΤΙΚΕΣ ΕΡΕΥΝΗΤΙΚΕΣ ΜΕΘΟΔΟΥΣ,2,3,ΥΠ,ΑΣΗΜΟΠΟΥΛΟΣ ΧΑΡΙΣΙΟΣ,
2314,ΠΡΟ,2017,51,ΚΟΙΝΩΝΙΚΗΣ ΠΟΛΙΤΙΚΗΣ,ΠΡΟ,510119,ΣΥΓΧΡΟΝΕΣ ΚΟΙΝΩΝΙΚΕΣ ΘΕΩΡΙΕΣ,4,3,ΥΠ,ΛΕΛΕΔΑΚΗΣ ΚΑΝΑΚΗΣ,
2315,ΠΡΟ,2017,51,ΚΟΙΝΩΝΙΚΗΣ ΠΟΛΙΤΙΚΗΣ,ΠΡΟ,510121,ΚΟΙΝΩΝΙΚΗ ΤΑΥΤΟΤΗΤΑ ΚΑΙ ΚΟΙΝΩΝΙΚΟΣ ΔΕΣΜΟΣ,6,3,ΕΕ,ΠΑΠΑΔΟΠΟΥΛΟΥ ΔΕΣΠΟΙΝΑ,
2316,ΠΡΟ,2017,51,ΚΟΙΝΩΝΙΚΗΣ ΠΟΛΙΤΙΚΗΣ,ΠΡΟ,510124,ΑΣΤIKH ΓΕΩΓΡΑΦΙΑ,6,3,ΕΕ,ΑΝΘΟΠΟΥΛΟΥ ΘΕΟΔΟΣΙΑ,
2317,ΠΡΟ,2017,51,ΚΟΙΝΩΝΙΚΗΣ ΠΟΛΙΤΙΚΗΣ,ΠΡΟ,510136,ΠΟΛΙΤΙΚΗ ΘΕΩΡΙΑ ΚΑΙ ΚΡΑΤΟΣ Ι,1,3,ΥΠ,ΓΡΑΒΑΡΗΣ ΔΙΟΝΥΣΙΟΣ,
2318,ΠΡΟ,2017,51,ΚΟΙΝΩΝΙΚΗΣ ΠΟΛΙΤΙΚΗΣ,ΠΡΟ,510140,ΣΥΓΚΡΙΤΙΚΗ ΕΚΠΑΙΔΕΥΤΙΚΗ ΠΟΛΙΤΙΚΗ,7,3,ΕΕ,ΠΡΟΚΟΥ ΕΛΕΝΗ,
2319,ΠΡΟ,2017,51,ΚΟΙΝΩΝΙΚΗΣ ΠΟΛΙΤΙΚΗΣ,ΠΡΟ,510141,ΔΙΑ ΒΙΟΥ ΕΚΠΑΙΔΕΥΣΗ,7,3,ΕΕ,ΠΡΟΚΟΥ ΕΛΕΝΗ,
2320,ΠΡΟ,2017,51,ΚΟΙΝΩΝΙΚΗΣ ΠΟΛΙΤΙΚΗΣ,ΠΡΟ,510142,ΣΤΑΤΙΣΤΙΚΗ ΣΥΜΠΕΡΑΣΜΑΤΟΛΟΓΙΑ,8,3,ΕΕ,ΜΙΧΑΛΟΠΟΥΛΟΥ ΑΙΚΑΤΕΡΙΝΗ,
2321,ΠΡΟ,2017,51,ΚΟΙΝΩΝΙΚΗΣ ΠΟΛΙΤΙΚΗΣ,ΠΡΟ,510143,ΣΤΟΧΑΣΤΙΚΑ ΥΠΟΔΕΙΓΜΑΤΑ ΓΙΑ ΤΙΣ ΚΟΙΝΩΝΙΚΕΣ ΕΠΙΣΤΗΜΕΣ,8,3,ΕΕ,ΣΥΜΕΩΝΑΚΗ ΜΑΡΙΑ,
2322,ΠΡΟ,2017,51,ΚΟΙΝΩΝΙΚΗΣ ΠΟΛΙΤΙΚΗΣ,ΠΡΟ,510147,ΠΟΛΙΤΙΚΗ ΘΕΩΡΙΑ ΚΑΙ ΚΡΑΤΟΣ ΙΙ,2,3,ΥΠ,ΣΑΚΕΛΛΑΡΟΠΟΥΛΟΣ ΣΠΥΡΙΔΩΝ,
2323,ΠΡΟ,2017,51,ΚΟΙΝΩΝΙΚΗΣ ΠΟΛΙΤΙΚΗΣ,ΠΡΟ,510156,ΜΕΤΕΜΦΥΛΙΑΚΟ ΠΟΛΙΤΙΚΟ ΣΥΣΤΗΜΑ,5,3,ΕΕ,ΣΑΚΕΛΛΑΡΟΠΟΥΛΟΣ ΣΠΥΡΙΔΩΝ,
2324,ΠΡΟ,2017,51,ΚΟΙΝΩΝΙΚΗΣ ΠΟΛΙΤΙΚΗΣ,ΠΡΟ,510164,ΕΡΓΑΣΙΑΚΕΣ ΣΧΕΣΕΙΣ ΚΑΙ ΚΟΙΝΩΝΙΚΑ ΔΙΚΑΙΩΜΑΤΑ,1,3,ΥΠ,ΚΟΥΖΗΣ ΙΩΑΝΝΗΣ,
2325,ΠΡΟ,2017,51,ΚΟΙΝΩΝΙΚΗΣ ΠΟΛΙΤΙΚΗΣ,ΠΡΟ,510165,ΘΕΩΡΗΤΙΚΕΣ ΠΡΟΣΕΓΓΙΣΕΙΣ ΤΗΣ ΕΡΓΑΣΙΑΣ ΚΑΙ ΤΗΣ ΑΠΑΣΧΟΛΗΣΗΣ,1,3,ΥΠ,ΨΗΜΜΕΝΟΣ ΙΟΡΔΑΝΗΣ,
2326,ΠΡΟ,2017,51,ΚΟΙΝΩΝΙΚΗΣ ΠΟΛΙΤΙΚΗΣ,ΠΡΟ,510167,ΕΚΠΑΙΔΕΥΣΗ ΚΑΙ ΚΟΙΝΩΝΙΑ,2,3,ΥΠ,ΠΡΟΚΟΥ ΕΛΕΝΗ,
2327,ΠΡΟ,2017,51,ΚΟΙΝΩΝΙΚΗΣ ΠΟΛΙΤΙΚΗΣ,ΠΡΟ,510168,"ΔΙΚΑΙΟ, ΚΟΙΝΩΝΙΑ ΚΑΙ ΚΟΙΝΩΝΙΚΗ ΠΟΛΙΤΙΚΗ",4,3,ΥΠ,ΚΑΛΤΣΩΝΗΣ ΔΗΜΗΤΡΙΟΣ,
2328,ΠΡΟ,2017,51,ΚΟΙΝΩΝΙΚΗΣ ΠΟΛΙΤΙΚΗΣ,ΠΡΟ,510169,ΚΟΙΝΩΝΙΚΗ ΕΡΓΑΣΙΑ ΚΑΙ ΕΦΑΡΜΟΓΕΣ,5,3,ΕΕ,ΑΣΗΜΟΠΟΥΛΟΣ ΧΑΡΙΣΙΟΣ,
2329,ΠΡΟ,2017,51,ΚΟΙΝΩΝΙΚΗΣ ΠΟΛΙΤΙΚΗΣ,ΠΡΟ,510171,ΚΟΙΝΩΝΙΚΕΣ ΠΟΛΙΤΙΚΕΣ ΚΑΙ ΟΙΚΟΝΟΜΙΚΕΣ ΠΛΕΥΡΕΣ ΤΗΣ ΕΛΛΑΔΑΣ ΤΗΣ ΚΡΙΣΗΣ,5,3,ΕΕ,ΣΑΚΕΛΛΑΡΟΠΟΥΛΟΣ ΣΠΥΡΙΔΩΝ,
2330,ΠΡΟ,2017,51,ΚΟΙΝΩΝΙΚΗΣ ΠΟΛΙΤΙΚΗΣ,ΠΡΟ,510173,ΚΟΙΝΩΝΙΚΗ ΠΟΛΙΤΙΚΗ ΩΣ ΚΡΑΤΙΚΗ ΠΟΛΙΤΙΚΗ,6,3,ΕΕ,ΓΡΑΒΑΡΗΣ ΔΙΟΝΥΣΙΟΣ,
2331,ΠΡΟ,2017,51,ΚΟΙΝΩΝΙΚΗΣ ΠΟΛΙΤΙΚΗΣ,ΠΡΟ,510174,"ΚΟΙΝΩΝΙΚΗ ΔΟΜΗ ΚΑΙ ΟΡΓΑΝΩΣΗ ΤΗΣ ΚΥΠΡΟΥ: ΠΟΛΙΤΙΚΗ, ΟΙΚΟΝΟΜΙΑ, ΔΙΕΘΝΕΙΣ ΣΧΕΣΕΙΣ",6,3,ΕΕ,ΣΑΚΕΛΛΑΡΟΠΟΥΛΟΣ ΣΠΥΡΙΔΩΝ,
2332,ΠΡΟ,2017,51,ΚΟΙΝΩΝΙΚΗΣ ΠΟΛΙΤΙΚΗΣ,ΠΡΟ,510175,ΒΑΣΙΚΑ ΣΤΟΙΧΕΙΑ ΚΟΙΝΩΝΙΟΛΟΓΙΑΣ,1,3,ΥΠ,ΜΑΥΡΙΔΗΣ ΗΡΑΚΛΗΣ,
2333,ΠΡΟ,2017,51,ΚΟΙΝΩΝΙΚΗΣ ΠΟΛΙΤΙΚΗΣ,ΠΡΟ,510176,ΕΙΣΑΓΩΓΗ ΣΤΙΣ ΠΟΙΟΤΙΚΕΣ ΕΡΕΥΝΗΤΙΚΕΣ ΜΕΘΟΔΟΥΣ,1,3,ΥΠ,ΠΕΤΡΑΚΗ ΓΕΩΡΓΙΑ,
2334,ΠΡΟ,2017,51,ΚΟΙΝΩΝΙΚΗΣ ΠΟΛΙΤΙΚΗΣ,ΠΡΟ,510177,ΚΟΙΝΩΝΙΚΑ ΠΡΟΒΛΗΜΑΤΑ ΚΑΙ ΕΦΑΡΜΟΓΕΣ ΚΟΙΝΩΝΙΚΗΣ ΠΟΛΙΤΙΚΗΣ,1,3,ΥΠ,ΔΗΜΟΥΛΑΣ ΚΩΝΣΤΑΝΤΙΝΟΣ,
2335,ΠΡΟ,2017,51,ΚΟΙΝΩΝΙΚΗΣ ΠΟΛΙΤΙΚΗΣ,ΠΡΟ,510178,ΚΟΙΝΩΝΙΚΟΣ ΑΠΟΚΛΕΙΣΜΟΣ ΚΑΙ ΚΟΙΝΩΝΙΚΑ ΔΙΚΑΙΩΜΑΤΑ,1,3,ΥΠ,ΠΑΠΑΔΟΠΟΥΛΟΥ ΔΕΣΠΟΙΝΑ,
2336,ΠΡΟ,2017,51,ΚΟΙΝΩΝΙΚΗΣ ΠΟΛΙΤΙΚΗΣ,ΠΡΟ,510179,"ΕΡΓΑΣΙΑ, ΑΠΑΣΧΟΛΗΣΗ ΚΑΙ ΚΟΙΝΩΝΙΚΗ ΠΟΛΙΤΙΚΗ",1,3,ΥΠ,ΨΗΜΜΕΝΟΣ ΙΟΡΔΑΝΗΣ,
2337,ΠΡΟ,2017,51,ΚΟΙΝΩΝΙΚΗΣ ΠΟΛΙΤΙΚΗΣ,ΠΡΟ,510180,ΕΙΣΑΓΩΓΗ ΣΤΗ ΝΕΟΕΛΛΗΝΙΚΗ ΚΟΙΝΩΝΙΑ,2,3,ΥΠ,ΣΑΚΕΛΛΑΡΟΠΟΥΛΟΣ ΣΠΥΡΙΔΩΝ,
2338,ΠΡΟ,2017,51,ΚΟΙΝΩΝΙΚΗΣ ΠΟΛΙΤΙΚΗΣ,ΠΡΟ,510181,ΙΣΤΟΡΙΑ ΤΗΣ ΚΟΙΝΩΝΙΚΗΣ ΠΟΛΙΤΙΚΗΣ,2,3,ΥΠ,ΚΟΡΑΣΙΔΟΥ ΜΑΡΙΑ,
2339,ΠΡΟ,2017,51,ΚΟΙΝΩΝΙΚΗΣ ΠΟΛΙΤΙΚΗΣ,ΠΡΟ,510182,ΚΟΙΝΩΝΙΚΗ ΘΕΩΡΙΑ ΚΑΙ ΚΟΙΝΩΝΙΚΗ ΠΟΛΙΤΙΚΗ,2,3,ΥΠ,ΛΕΛΕΔΑΚΗΣ ΚΑΝΑΚΗΣ,
2340,ΠΡΟ,2017,51,ΚΟΙΝΩΝΙΚΗΣ ΠΟΛΙΤΙΚΗΣ,ΠΡΟ,510183,ΕΡΓΑΣΙΑΚΕΣ ΣΧΕΣΕΙΣ ΚΑΙ ΚΟΙΝΩΝΙΚΑ ΔΙΚΑΙΩΜΑΤΑ,2,3,ΥΠ,ΚΟΥΖΗΣ ΙΩΑΝΝΗΣ,
2341,ΠΡΟ,2017,51,ΚΟΙΝΩΝΙΚΗΣ ΠΟΛΙΤΙΚΗΣ,ΠΡΟ,510184,ΕΚΠΑΙΔΕΥΤΙΚΗ ΚΑΙ ΚΟΙΝΩΝΙΚΗ ΠΟΛΙΤΙΚΗ,2,3,ΥΠ,ΠΡΟΚΟΥ ΕΛΕΝΗ,
2342,ΠΡΟ,2017,51,ΚΟΙΝΩΝΙΚΗΣ ΠΟΛΙΤΙΚΗΣ,ΠΡΟ,510185,ΚΟΙΝΩΝΙΑ ΤΗΣ ΥΠΑΙΘΡΟΥ ΚΑΙ ΖΗΤΗΜΑΤΑ ΚΟΙΝΩΝΙΚΗΣ ΠΟΛΙΤΙΚΗΣ,5,3,ΕΕ,ΑΝΘΟΠΟΥΛΟΥ ΘΕΟΔΟΣΙΑ,
2343,ΠΡΟ,2017,51,ΚΟΙΝΩΝΙΚΗΣ ΠΟΛΙΤΙΚΗΣ,ΠΡΟ,510185,ΚΟΙΝΩΝΙΑ ΤΗΣ ΥΠΑΙΘΡΟΥ ΚΑΙ ΖΗΤΗΜΑΤΑ ΚΟΙΝΩΝΙΚΗΣ ΠΟΛΙΤΙΚΗΣ,5,3,ΕΕ,ΜΩΥΣΙΔΗΣ ΑΝΤΩΝΗΣ,
2344,ΠΡΟ,2017,51,ΚΟΙΝΩΝΙΚΗΣ ΠΟΛΙΤΙΚΗΣ,ΠΡΟ,510186,"ΚΡΑΤΟΣ, ΑΓΟΡΑ ΕΡΓΑΣΙΑΣ ΚΑΙ ΠΟΛΙΤΙΚΕΣ ΑΠΑΣΧΟΛΗΣΗΣ",5,3,ΕΕ,ΓΡΑΒΑΡΗΣ ΔΙΟΝΥΣΙΟΣ,
2345,ΠΡΟ,2017,51,ΚΟΙΝΩΝΙΚΗΣ ΠΟΛΙΤΙΚΗΣ,ΠΡΟ,510187,ΕΛΛΗΝΙΚΗ ΣΥΝΤΑΓΜΑΤΙΚΗ ΙΣΤΟΡΙΑ,5,3,ΕΕ,ΚΑΛΤΣΩΝΗΣ ΔΗΜΗΤΡΙΟΣ,
2346,ΠΡΟ,2017,51,ΚΟΙΝΩΝΙΚΗΣ ΠΟΛΙΤΙΚΗΣ,ΠΡΟ,510188,ΠΟΛΙΤΙΚΟ ΣΥΣΤΗΜΑ ΚΑΙ ΚΟΙΝΩΝΙΚΑ ΔΙΚΑΙΩΜΑΤΑ ΣΤΙΣ ΑΝΑΠΤΥΣΣΟΜΕΝΕΣ ΧΩΡΕΣ,5,3,ΕΕ,ΚΑΛΤΣΩΝΗΣ ΔΗΜΗΤΡΙΟΣ,
2347,ΠΡΟ,2017,51,ΚΟΙΝΩΝΙΚΗΣ ΠΟΛΙΤΙΚΗΣ,ΠΡΟ,510189,ΤΟ ΕΛΛΗΝΙΚΟ ΚΡΑΤΟΣ ΣΤΗ ΝΕΟΤΕΡΗ ΚΑΙ ΣΥΓΧΡΟΝΗ ΙΣΤΟΡΙΑ,5,3,ΕΕ,ΚΟΡΑΣΙΔΟΥ ΜΑΡΙΑ,
2348,ΠΡΟ,2017,51,ΚΟΙΝΩΝΙΚΗΣ ΠΟΛΙΤΙΚΗΣ,ΠΡΟ,510191,ΚΟΙΝΩΝΙΑ ΤΗΣ ΥΠΑΙΘΡΟΥ ΚΑΙ ΠΡΟΣΕΓΓΙΣΕΙΣ ΤΗΣ ΒΙΩΣΙΜΗΣ ΑΝΑΠΤΥΞΗΣ,8,3,ΕΕ,ΑΝΘΟΠΟΥΛΟΥ ΘΕΟΔΟΣΙΑ,
2349,ΠΡΟ,2017,51,ΚΟΙΝΩΝΙΚΗΣ ΠΟΛΙΤΙΚΗΣ,ΠΡΟ,510191,ΚΟΙΝΩΝΙΑ ΤΗΣ ΥΠΑΙΘΡΟΥ ΚΑΙ ΠΡΟΣΕΓΓΙΣΕΙΣ ΤΗΣ ΒΙΩΣΙΜΗΣ ΑΝΑΠΤΥΞΗΣ,8,3,ΕΕ,ΜΩΥΣΙΔΗΣ ΑΝΤΩΝΗΣ,
2350,ΠΡΟ,2017,51,ΚΟΙΝΩΝΙΚΗΣ ΠΟΛΙΤΙΚΗΣ,ΠΡΟ,510192,ΚΟΙΝΩΝΙΚΗ ΜΕΤΑΒΟΛΗ ΚΑΙ ΚΟΙΝΩΝΙΚΗ ΠΟΛΙΤΙΚΗ,6,3,ΕΕ,ΠΑΠΑΔΟΠΟΥΛΟΥ ΔΕΣΠΟΙΝΑ,
2351,ΠΡΟ,2017,51,ΚΟΙΝΩΝΙΚΗΣ ΠΟΛΙΤΙΚΗΣ,ΠΡΟ,510401,ΠΛΗΡΟΦΟΡΙΚΗ : SPSS I,7,3,ΣΕ,ΜΙΧΑΛΟΠΟΥΛΟΥ ΑΙΚΑΤΕΡΙΝΗ,
2352,ΠΡΟ,2017,51,ΚΟΙΝΩΝΙΚΗΣ ΠΟΛΙΤΙΚΗΣ,ΠΡΟ,510408,ΠΛΗΡΟΦΟΡΙΚΗ: SPSS II,8,3,ΣΕ,ΣΥΜΕΩΝΑΚΗ ΜΑΡΙΑ,
2353,ΠΡΟ,2017,51,ΚΟΙΝΩΝΙΚΗΣ ΠΟΛΙΤΙΚΗΣ,ΠΡΟ,510409,ΣΥΓΚΡΙΤΙΚΗ ΔΗΜΟΓΡΑΦΙΚΗ ΚΑΙ  ΠΛΗΘΥΣΜΙΑΚΗ ΠΟΛΙΤΙΚΗ : ΕΥΡΩΠΗ ΚΑΙ ΚΟΣΜΟΣ,7,3,ΣΕ,ΜΠΑΓΚΑΒΟΣ ΧΡΗΣΤΟΣ,
2354,ΠΡΟ,2017,51,ΚΟΙΝΩΝΙΚΗΣ ΠΟΛΙΤΙΚΗΣ,ΠΡΟ,510410,ΑΤΟΜΟ ΚΑΙ ΚΟΙΝΩΝΙΑ,5,3,ΣΕ,ΛΕΛΕΔΑΚΗΣ ΚΑΝΑΚΗΣ,
2355,ΠΡΟ,2017,51,ΚΟΙΝΩΝΙΚΗΣ ΠΟΛΙΤΙΚΗΣ,ΠΡΟ,510423,ΚΟΙΝΩΝΙΚΗ ΔΙΟΙΚΗΣΗ ΚΑΙ ΕΦΑΡΜΟΓΕΣ ΠΡΟΓΡΑΜΜΑΤΩΝ ΚΟΙΝΩΝΙΚΗΣ ΠΟΛΙΤΙΚΗΣ,8,3,ΣΕ,ΔΗΜΟΥΛΑΣ ΚΩΝΣΤΑΝΤΙΝΟΣ,
2356,ΠΡΟ,2017,51,ΚΟΙΝΩΝΙΚΗΣ ΠΟΛΙΤΙΚΗΣ,ΠΡΟ,510424,ΚΡΑΤΟΣ & ΔΙΚΑΙΟ ΣΤΟΝ 21ο ΑΙΩΝΑ,6,3,ΣΕ,ΚΑΛΤΣΩΝΗΣ ΔΗΜΗΤΡΙΟΣ,
2357,ΠΡΟ,2017,51,ΚΟΙΝΩΝΙΚΗΣ ΠΟΛΙΤΙΚΗΣ,ΠΡΟ,510425,ΕΙΣΑΓΩΓΗ ΣΤΗΝ ΠΛΗΡΟΦΟΡΙΚΗ (Χ.Ε.),5,3,ΣΕ,ΜΕΜΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ,
2358,ΠΡΟ,2017,51,ΚΟΙΝΩΝΙΚΗΣ ΠΟΛΙΤΙΚΗΣ,ΠΡΟ,510426,ΕΙΣΑΓΩΓΗ ΣΤΗΝ ΠΛΗΡΟΦΟΡΙΚΗ (Ε.Ε.),6,3,ΣΕ,ΜΕΜΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ,
2359,ΠΡΟ,2017,51,ΚΟΙΝΩΝΙΚΗΣ ΠΟΛΙΤΙΚΗΣ,ΠΡΟ,510428,ΖΗΤΗΜΑΤΑ ΚΟΙΝΩΝΙΚΗΣ ΑΣΦΑΛΙΣΗΣ ΚΑΙ ΠΡΟΝΟΙΑΣ,5,3,ΣΕ,ΜΕΜΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ,
2360,ΠΡΟ,2017,51,ΚΟΙΝΩΝΙΚΗΣ ΠΟΛΙΤΙΚΗΣ,ΠΡΟ,510429,ΘΕΩΡΗΤΙΚΗ ΚΑΙ ΕΜΠΕΙΡΙΚΗ ΑΝΑΛΥΣΗ ΤΗΣ ΟΙΚΟΝΟΜΙΚΗΣ ΑΝΙΣΟΤΗΤΑΣ,7,3,ΣΕ,ΠΑΠΑΘΕΟΔΩΡΟΥ ΧΡΙΣΤΟΣ,
2361,ΠΡΟ,2017,51,ΚΟΙΝΩΝΙΚΗΣ ΠΟΛΙΤΙΚΗΣ,ΠΡΟ,510430,STATISTICAL METHODS IN SOCIAL RESEARCH I,7,3,ΣΕ,ΜΙΧΑΛΟΠΟΥΛΟΥ ΑΙΚΑΤΕΡΙΝΗ,
2362,ΠΡΟ,2017,51,ΚΟΙΝΩΝΙΚΗΣ ΠΟΛΙΤΙΚΗΣ,ΠΡΟ,510431,ΤΑ ΑΠΟΘΕΜΑΤΙΚΑ ΤΗΣ ΚΟΙΝΩΝΙΚΗΣ ΑΣΦΑΛΙΣΗΣ ΚΑΙ Η ΔΙΑΧΕΙΡΙΣΗ ΤΟΥΣ,8,3,ΣΕ,ΜΕΜΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ,
2363,ΠΡΟ,2017,51,ΚΟΙΝΩΝΙΚΗΣ ΠΟΛΙΤΙΚΗΣ,ΠΡΟ,510432,ΕΙΔΙΚΑ ΘΕΜΑΤΑ ΣΤΗ ΘΕΩΡΙΑΤΟΥ ΚΡΑΤΟΥΣ,8,3,ΣΕ,ΓΡΑΒΑΡΗΣ ΔΙΟΝΥΣΙΟΣ,
2364,ΠΡΟ,2017,51,ΚΟΙΝΩΝΙΚΗΣ ΠΟΛΙΤΙΚΗΣ,ΠΡΟ,510436,ΕΙΔΙΚΑ ΘΕΜΑΤΑ ΣΤΗΝ ΚΟΙΝΩΝΙΚΗ ΠΟΛΙΤΙΚΗ,7,3,ΣΕ,ΓΡΑΒΑΡΗΣ ΔΙΟΝΥΣΙΟΣ,
2365,ΠΡΟ,2017,51,ΚΟΙΝΩΝΙΚΗΣ ΠΟΛΙΤΙΚΗΣ,ΠΡΟ,510437,ΠΕΡΙΘΩΡΙΟΠΟΙΗΣΗ ΚΑΙ ΚΟΙΝΩΝΙΚΗ ΠΟΛΙΤΙΚΗ,7,3,ΣΕ,ΨΗΜΜΕΝΟΣ ΙΟΡΔΑΝΗΣ,
2366,ΠΡΟ,2017,51,ΚΟΙΝΩΝΙΚΗΣ ΠΟΛΙΤΙΚΗΣ,ΠΡΟ,510438,ΚΟΙΝΩΝΙΚΗ ΟΙΚΟΝΟΜΙΑ ΚΑΙ ΚΟΙΝΩΝΙΚΗ ΕΠΙΧΕΙΡΗΜΑΤΙΚΟΤΗΤΑ,7,3,ΣΕ,ΜΩΥΣΙΔΗΣ ΑΝΤΩΝΗΣ,
2367,ΠΡΟ,2017,51,ΚΟΙΝΩΝΙΚΗΣ ΠΟΛΙΤΙΚΗΣ,ΠΡΟ,510439,ΠΟΛΙΤΙΚΗ ΟΙΚΟΝΟΜΙΑ,5,3,ΣΕ,ΠΑΠΑΘΕΟΔΩΡΟΥ ΧΡΙΣΤΟΣ,
2368,ΠΡΟ,2017,51,ΚΟΙΝΩΝΙΚΗΣ ΠΟΛΙΤΙΚΗΣ,ΠΡΟ,510440,ΙΣΤΟΡΙΑ ΤΗΣ ΚΟΙΝΩΝΙΚΗΣ ΠΟΛΙΤΙΚΗΣ ΣΤΗΝ ΕΛΛΑΔΑ,6,3,ΣΕ,ΚΟΡΑΣΙΔΟΥ ΜΑΡΙΑ,
